park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Shannon Falls Park,south,2691.5,5132.5,8606.5,35976.5,36368,41615,31437,58194.5,32630.5,19757.5,6471.5,4119.5,2572.5,8081.5,0,18641,14556.5,19068,30411.5,29456,35371,17367,8557.5,8627.5,0,0,0,23349,40443,44173,72920.5,75038.5,49176.5,23642.5,11312,9929.5,9744,10650.5,22942.5,22275.5,40270,55107.5,69881,73046.5,64583,35274.5,11258,11753,11981,11724.5,20824.5,22623,40873,53496.5,67292.5,78559.5,64414.5,28842.5,13611.5,8305.5,8673,17941,21563.5,25557,35087.5,51086,59552.5,101259,80521.5,46612.5,10780,13867,11697,16292.5,21826,34293,70606.5,76570.5,117649.5,115977.5,82671.5,26456.5,14588,12078.5,0,0,6398,32497.5,62093,72050.5,132216.5,123845.5,97508.5,44867.5,12992,11417,2744,12355,24619,29106,61379,80738,157314,154550,93654,44300.5,14497,8421,3934,3202.5,6314,31685.5,43756.5,70609,145970,139864,88840,31616.5,17349.5,0
Shuswap Lake Marine Park,tc,0,0,0,0,1043.2,3395.2,9852.8,10675.2,3225.6,0,0,0,0,0,0,0,1161.6,4195.2,11152,10678.4,3507.2,0,0,0,0,0,0,0,1187.2,2067.2,7152,3622.4,2409.6,0,0,0,0,0,0,0,1529.6,2444.8,10630.4,11510.4,3321.6,0,0,0,0,0,0,0,1641.6,4617.6,12592,19708.8,3318.4,0,0,0,0,0,0,0,1296,2651.4,9511.2,9461,2205.8,84,0,0,0,0,0,0,1417.6,2067.2,7244.8,6432,1555.2,0,0,0,0,0,0,0,1075.2,2572.8,1049.6,1049.6,2016,0,0,0,0,0,0,0,1299.2,3068.8,7283.2,5196.8,1414.4,0,0,0,0,0,0,0,924.8,2185.6,5561.6,4198.4,0,0,0,0
Shuswap Lake Park,tc,0,0,0,0,12515.1,21855.1,71709.5,67805.6,14583.9,4767.9,0,0,0,0,0,0,10696.6,16790.5,69926.9,69518,19681.2,1741.9,0,0,0,0,0,142.9,12005.3,13204.4,53407.5,64573,28717,3409.5,0,0,0,0,0,0,13166.8,18104.1,59375.5,67550.5,15601.6,1243.2,0,0,0,0,0,0,10793,21181.2,64460.6,69887.7,13207.9,6192.6,0,0,0,0,0,0,14190.6,27246.1,67950.9,63562.2,16276.3,2224,0,0,0,0,0,848.5,14409,25202.7,65456.9,55722.1,15104.4,1755.4,0,0,0,0,0,0,16267.4,23871.4,61733.6,61365.8,17982.6,0,0,0,0,0,0,0,21118.6,23236,73230.4,59457.9,15545.5,2093.2,0,0,0,0,0,0,17740.3,27724.9,67973.7,73248.8,19021.2,3348.1,0,0
Silver Beach Park,tc,0,0,0,0,179.2,182.4,2979.2,1756.8,201.6,0,0,0,0,0,0,0,54.4,172.8,2035.2,1788.8,364.8,0,0,0,0,0,0,0,272,332.8,2204.8,2704,1353.6,0,0,0,0,0,0,0,147.2,198.4,3225.6,4390.4,102.4,0,0,0,0,0,0,0,384,1388.8,3353.6,5628.8,675.2,0,0,0,0,0,0,0,268.8,835.2,3865.6,2857.6,672,0,0,0,0,0,0,0,227.2,563.2,4067.2,4102.4,361.6,0,0,0,0,0,0,0,361.6,496,1523.2,1523.2,512,0,0,0,0,0,0,0,272,467.2,1993.6,2876.8,204.8,0,0,0,0,0,0,0,310.4,464,2208,3244.8,0,0,0,0
Silver Lake Park,south,0,0,0,0,7031.6,6735.7,10721.7,9574.4,4848,1708.9,0,0,0,0,0,0,5616.4,4833.6,9144.5,7565.9,5541.9,762.3,0,0,0,0,0,0,4931.7,3940.9,9078.5,8795.1,7270.5,1506.4,0,0,0,0,0,0,4524.7,16921.8,14685.8,9504.5,4888.4,1080.6,0,0,0,0,0,0,4400.1,2296.1,14049.4,21413.6,5149.3,1111.5,0,0,0,0,0,0,5204.6,10033.3,12364.8,13814.4,6061,1662,0,0,0,0,0,25.6,6792,6459.9,9602.8,10654.9,4623.8,924,0,0,0,0,0,0,5096.8,7106.6,10818.4,10650.6,6225.4,1339.1,1339.1,0,0,0,0,0,6798.1,6924.2,12013.4,8447.8,3950,792.4,0,0,0,0,0,0,7721.1,5887,27516.2,28068.6,11338.8,3505.9,0,0
Silver Star Park,south,22704,26872,8360,1592,4600,0,0,0,0,3932,2572,19372,18668,22448,14016,0,0,0,0,0,0,15420,1935,21789,20563,16552,10685,0,0,0,0,0,0,1928.5,15582.5,54011,43943.5,26266,19750.5,16008.5,0,0,0,0,0,0,0,1750,36628.5,15379,21204,0,0,0,0,0,0,0,8239.5,27372,20205.5,12960,15475,0,0,0,0,0,0,0,10896,0,18009.5,19184.5,17483,0,0,0,0,0,0,0,5652.5,32003.5,24948,23111,17004,0,0,0,0,0,0,0,0,30720,21055,18419,16654,0,0,0,0,0,0,0,8263,28655,0,0,0,0,0,0,0,0,0,0,0,0
Skagit Valley Park,south,0,0,0,0,2838,2856.7,8678.1,6673.5,4695.7,5827.3,1813,0,0,0,0,0,1695.7,2520.5,5036.1,6688.8,5168.8,4793.6,0,0,0,0,0,0,2021.4,2386.3,6940.3,7921.2,6944.9,1948.8,0,0,0,0,0,0,3701,3168.3,11007,8201.1,4090.3,1648.2,0,0,0,0,0,0,2456.1,2762.4,9119.1,7524.9,5297,5553.7,0,0,0,0,0,0,3086.6,2788.9,7223.6,5379.8,3665.2,1470.4,0,0,0,0,0,22.4,2838.1,2624.3,7346,9733.3,4799.3,1979.7,0,0,0,0,0,0,3567.4,3832.4,9866,9686,4915.1,1652.4,3314.9,0,0,0,0,0,3383.9,5543.8,11554.3,1528.9,0,0,0,0,0,0,0,0,3016.6,4626,8386.8,6171.8,3790.6,860.4,0,0
Skaha Bluffs Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5677,8484,14413,10262,8246,8662.5,21234.5,0,0,0,0,0,1242.5,13618.5,14343,9716,8151.5,8281,9247,7178.5,0,0,0,0,6667.5,14294,14917,7542.5,8547,8697.5,13076,9656.5,1218,0,0,0,7024.5,10899,16310,9681,11350.5,11165,13737.5,7630,2366,0,0,0,2012.5,17160.5,18903.5,11420.5,12106.5,10493,9957.5,9537.5,0,0,0,0,0,10745,20993,9586.5,9842,11634,14602,10251.5,1890,0,0,0,3010,16583,19106.5,11921,12617.5,12022.5,11707.5,13289.5,2173.5,0
Skihist Park,tc,0,0,0,127.4,9716.4,12823,19384.6,15774.1,21710.5,0,0,0,0,0,0,380.9,21998.7,22679,35552.8,14149.6,14122.1,0,0,0,0,0,0,632.3,20066.6,17423,15992.6,19716.4,22021.7,0,0,0,0,0,0,0,16743.4,12478.3,17450.2,19532.5,10878.4,0,0,0,0,0,0,0,15708.2,20878.8,19459.3,27722.1,29175.2,0,0,0,0,0,0,0,32875.1,38753.1,31375.7,36283,27317.1,0,0,0,0,0,0,2519.9,28253.3,18547.9,29970,38347,30631,0,0,0,0,0,0,0,24033.9,15549.9,13572.4,16528.8,17453.7,0,0,0,0,0,0,0,22784.6,18525.3,18615.7,29610,23189.2,0,0,0,0,0,0,0,25120.7,16277.9,20551.7,29392.4,21144.3,0,0,0
Skookumchuck Narrows Park,south,0,0,0,0,2208,3199,3710,5250,2173,1291,672,406,577,1554,1582,2159,2436,3146,7896,8477,2975,864,308,392,784,1928,1001,998,1038,1230,2833,2991,6109,6523,1620,8720,1334,359,2300,9870,1894,4589,0,5109,4536,6930,867,399,1165,2398,2665,1466,1757,2312,3139,1411,2964,984,718,385,435,510,2827,2452,1665,2792,3205,2871,3750,1204,240,263,572,552,2639,1401,4560,2915,5083,7551,3907,1409,370,211,522,456,2388,1760,3218,3601,4968,5241,3826,1750,350,290,585,548,2418,1612,3543,4075,5692,6027,3702,2118,346,308,541,495,2280,1487,4531,5885,5998,5144,3911,2001,0,0
Smelt Bay Park,west,0,0,0,0,1080.2,1016.4,4779.8,4062.6,1382.6,0,0,0,0,0,0,0,1565.8,1347.4,5878,5544,1663.4,0,0,0,0,0,0,0,1496,1210.4,5321.4,6174.6,1666,0,0,0,0,0,0,0,2160,1441.6,11104.7,5621.6,1297.2,0,0,0,0,0,0,0,275.2,1458.2,4454.2,5119,1814.6,0,0,0,0,0,0,0,3372.2,1820.4,5079.6,6107.4,1824.8,0,0,0,0,0,0,0,2457.6,1733.2,4832,6049.2,1380.6,0,0,0,0,0,0,0,1982,2321.9,7613.1,8736.2,3117.3,0,0,0,0,0,0,0,1443,1695,5139.6,5205.8,2073.5,0,0,0,0,0,0,0,3309.2,2369,11199.6,9050,3263.2,0,0,0
Smuggler Cove Marine Park,south,0,0,0,1491,2285,1960,2758,3923,1750,1025,612,196,637,1284,689,1715,1186,1697,3153,4172,1624,1550,553,777,406,595,885,357,404,644,877,1110,1144,1484,431,217,473,2090,1950,2560,1290,2799,614,6617,1779,2272,1381,207,3058,2931,2527,1062,1671,771,799,1189,2415,1339,1586,1031,949,3038,2524,1703,2373,1004,3374,4905,2421,1327,934,899,1405,1839,2470,2104,3958,2944,5559,6212,2826,1509,1149,1080,1374,1786,2696,2478,3280,3117,4654,5679,3173,1635,1001,1119,1475,2232,2486,2375,3289,2919,4939,6874,3533,1778,1026,958,1301,1999,2322,2142,3996,4863,4930,6255,3177,1698,0,0
Sooke Potholes Park,west,4406.5,6846,7203,10412.5,13975.5,15522.5,50498,21280,11847.5,11214,4746,5547.5,6657,6086.5,6741,7780.5,9240,18406.5,24566.5,47113.5,21133,5285,6681.5,4014.5,7819,6349,9544.5,11105.5,14213.5,13856.5,32098.5,46046,18284,3801,7528.5,6520.5,4949,10248,10675,11123,13793.5,16551.5,52041.5,36253,20237,9019.5,9681,7749,1774.5,20506.5,6489,13156.5,8732.5,3293.5,47579,40523,22466.5,12404,1659,2152.5,8718.5,8641.5,14052.5,13167,20107.5,33502,59279.5,40750.5,18403,8407,5813.5,3069.5,9299.5,12040,14654.5,19673.5,20506.5,33138,23212,45839.5,25438,12533.5,12127.5,8414,12960.5,8242.5,9075.5,31300.5,19369,31090.5,29477,58261,41107.5,11882.5,13520.5,17668,14864.5,8375.5,9366,21402.5,31444,33089,82082,61656,30194.5,21063,17465,12204.5,13884.5,5302.5,18889.5,21875,28157.5,31328.5,56406,39046,26239.5,22879.5,12145,0
Sowchea Bay Park,north,0,0,0,0,441.6,1443.2,2537.6,1699.2,182.4,0,0,0,0,0,0,0,131.2,953.6,2291.2,1868.8,288,0,0,0,0,0,0,0,297.6,1052.8,2118.4,1932.8,41.6,0,0,0,0,0,0,0,230.4,1136,2572.8,1760,35.2,0,0,0,0,0,0,0,220.8,1552,2336,1929.6,0,0,0,0,0,0,0,0,489.6,1542.4,2352,1478.4,144,0,0,0,0,0,0,0,451.2,1251.2,1801.6,1625.6,131.2,0,0,0,0,0,0,0,579.2,1164.8,1801.6,1824,227.2,0,0,0,0,0,0,0,518.4,1315.2,2220.8,1216,0,0,0,0,0,0,0,0,688,1286.4,2115.2,1635.2,0,0,0,0
Spatsizi Plateau Wilderness Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider Lake Park,west,651,105,136.5,630,5061,7241.5,15645,11847.5,3864,2688,262.5,325.5,420,182,385,0,4301.5,5971,10409,13877.5,6965,2446.5,1008,1242.5,815.5,532,1561,1260,5169.5,5344.5,12397,13849.5,7077,1249.5,903,1032.5,759.5,1288,2530.5,1575,4007.5,6538,20583.5,13594,1692,1802.5,1890,1953,1106,1176,1627.5,0,4494,7472.5,19397,16516.5,6401.5,1533,899.5,731.5,976.5,2471,1701,1638,6128.5,12586,15561,13527.5,4697,1302,315,259,325.5,609,1442,2016,5050.5,4630.5,11445,14693,7091,1106,252,455,164.5,119,910,882,7766.5,7644,20685,15928.5,6643,1368.5,262.5,164.5,259,469,584.5,693,7752.5,8792,18858,17045,4004,1431.5,567,406,196,147,3125.5,4753,6282.5,11056.5,16996,16506,4756.5,1382.5,976.5,0
Sproat Lake Park,west,2891,4181.6,5110.2,6426.5,12634.6,21200.9,57965.4,46613.1,16042.6,7496.2,2977.6,2436,3146.5,2957.5,3892.8,6409,21231.5,20214,43324.4,52014,26860.3,5009,2003.4,2313.5,2460.5,3723.7,3754.3,6802,15942.4,15692.2,50280,49662.6,24325.4,7357,3036.5,2359,2883.7,3759.8,5323,12364.5,14666.4,18293,54349.4,42918.8,19943.7,7411.8,3110,2764.7,3110.3,3118.2,6266.4,179.2,19998.8,27013.1,55419.3,48715.5,27146,7333.9,5449.5,3482.5,3993.5,6282.5,7469,5283.2,21035.5,37741.7,50987.4,42258.2,19344.8,6553,2928.2,3477.5,3663.9,6741.2,9065.2,12981.7,21275.3,28097.8,49053.1,49676.2,21008.5,9079.6,6078.6,2977,4009.8,3351.8,6523.4,10218.4,23459,32176.9,55139.1,51544.1,29140.2,10637.8,3685.1,4364.2,3375.7,4712.1,8359.1,11381.5,26614.5,24266.7,56658.6,31965.4,19936.7,10456.1,5635.4,4248,4900.8,4777.5,11733.6,9589.8,14853.9,30439.9,41819.8,14797.2,22995.8,10118.2,5763.8,0
Squitty Bay Park,west,0,19.2,32,28.8,137.6,140.8,172.8,1328,115.2,41.6,44.8,25.6,19.2,28.8,32,38.4,118.4,169.6,240,915.2,134.4,70.4,35.2,0,48,38.4,41.6,41.6,16,134.4,278.4,208,310.4,121.6,44.8,41.6,0,41.6,0,51.2,227.2,233.6,224,217.6,278.4,38.4,38.4,32,80,0,0,70.4,201.6,1273.6,1414.4,1388.8,1392,992,1152,793.6,694.4,627.2,547.2,480,1388.8,1488,1388.8,1190.4,1033.6,1190.4,960,793.6,694.4,649.6,595.2,864,969.6,1056,867.2,944,883.2,694.4,576,496,496,358.4,496,0,726.4,899.2,1510.4,1142.4,1286.4,576,864,694.4,694.4,716.8,595.2,864,1107.2,960,1145.6,1190.4,1225.6,992,960,694.4,892.8,806.4,806.4,960,1648,1667.2,1667.2,1731.2,1209.6,892.8,768,0
St. Mary's Alpine Park,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stagleap Park,ok,252,427,291,0,0,0,5316.5,5929,4203.5,430.5,0,0,0,0,0,0,0,0,4987.5,5278,3997,1095.5,0,0,0,0,0,0,0,1372,4746,5271,4242,1351,0,0,0,0,0,0,0,2401,4679.5,4004,3171,1841,0,0,0,0,0,0,0,2198,3944.5,3720.5,2901.5,2019.5,0,0,0,0,0,0,0,2807,3531.5,3783.5,3129,2639,0,0,0,0,0,0,0,3251.5,6244,8228.5,6653.5,2744,0,0,0,0,0,0,0,2751,4574.5,5243,4228,2467.5,0,0,0,0,0,0,0,3433.5,7721,3759,5281.5,4658.5,0,0,0,0,0,0,0,3146.5,6181,5743.5,5386.5,3290,0,0
Stamp River Park,west,2730,2467.5,2626.4,2554.5,4010.2,4523.3,10449.5,11101.3,9240.9,5469.5,1553.4,1872.5,1949.5,1449,1946,2500.8,3233.7,3791.7,9649.8,9806.2,4383.8,10433.2,1658.7,2124.5,1525.7,873.5,1823.5,4021.1,3939.4,4354.4,8469.8,9254.7,8538.8,5102.4,1501.2,1465.3,1545.2,1846.5,2351.3,2009.8,3687.7,4422.4,8393.3,7716.9,6073.8,5289.1,1923.8,1414,2112.5,1140.4,2197.1,140.8,3456.6,4758.9,9214.6,9213.4,9057.7,5862.4,2158.8,2537.2,5462.6,5753.4,2807.2,2685.2,2713.8,6050.5,8615.5,9682.8,10122.4,6298.8,2164.7,1904,1826.7,2839.9,6140.7,3670.8,5278,5962.5,10834.5,10546,13367.1,6509.4,0,1612.9,1281,1971.9,1857.6,1963.5,4390.9,5303.1,9526.3,11347.8,11434.8,9075.8,1868.7,2137.3,1990.9,1660,2915.9,2705.7,4676.4,5034.4,8352.9,10378,11080.2,8230.8,2012.5,2386.1,1800.7,1570.9,2576,2549.4,4604.2,6170.6,8808.7,12776.7,11186.7,9464.6,6231,0
Stawamus Chief Park,south,0,0,0,0,38116.7,48169.1,63073.5,64190.9,35462.6,13716,0,0,0,0,0,0,10096.1,17991.4,34081.6,21346.5,31940.8,13174,6786.5,5579,0,0,0,19960.5,32298.5,29816.5,27417.5,61342.5,38601,15416,14399,4662,5299,6548.5,13195,15379,29106,40712,73244,72180,24954.5,18518,11189.5,7504,9957.5,8011.5,13195,32739,35490.5,40165,52969.5,52133,28678.5,20953.5,17601.5,9492,10888.5,17426.5,20821.5,35102,56609,58025.5,71905,85116.5,50888,25465,13328,10799.5,7220.5,14882,22431.5,44865.5,67559.5,66167,93000,83635.5,41936.5,21769.5,18341,6466,12915.5,10111.5,10941,30723.5,85307.5,77274,113403,100719.5,57262,27522,15573,10263,8904,12076.5,21350,28715.5,77788,88205,117480.5,110357,52830.5,27997.5,39293,11559.5,13848,11818,23123,31880,76415,104913,108915.5,111612,48848.5,27975.5,25950,0
Steelhead Park,tc,0,0,0,0,6131.1,5447.7,25352,24456.8,15468.3,2986.5,0,0,0,0,0,99.9,4748,7354.2,15887,26108.9,12749.9,1687,0,0,0,0,0,598.7,6157.4,4139.9,14236,31279.2,19633.2,1859.8,0,0,0,0,0,1776.9,6457.6,13353.8,23745.3,30871.8,13758,2945.9,0,0,0,0,0,0,3326.5,10502.6,20291.4,23028.4,14599.5,2598.8,0,0,0,0,0,0,10745.8,11637.1,26372.7,21077.2,11852.2,2932.9,0,0,0,0,0,252.1,1062.4,10566.6,21788.3,22170.7,11620.6,4424.1,0,0,0,0,0,216.6,6296,12713.1,17808.5,12575.2,11177.8,2566.6,0,0,0,0,0,0,9956.1,15577.9,16372.7,12054.6,8992.4,1767.6,0,0,0,0,0,0,8738.9,13516.2,19163.9,19235.9,10162.9,2586.9,0,0
Stein Valley Nlaka'pamux Heritage Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stemwinder Park,ok,0,0,0,2826.6,5476.5,5609.9,11630.9,11558.4,5050.9,1658.7,0,0,0,0,0,1624.2,3824.8,4537.9,9496.7,9796.2,6335.4,2534.1,0,0,0,0,0,885.4,5623.5,4375,5647.1,10319.2,7672.5,0,0,0,0,0,0,1731.6,4143.6,4720.2,7761.6,9133.2,4936.5,0,0,0,0,0,0,1604.4,3410.5,4826.5,7134.1,8179.2,4787.5,0,0,0,0,0,0,3468.3,4681.8,6093.6,7729.5,9548.9,6022.6,1117.9,0,0,0,0,0,2106.2,5596.9,7951.2,10259.9,15164.2,9006.8,0,0,0,0,0,0,3192,6718.9,8338,12886.3,10053.7,4631,0,0,0,0,0,0,1135.9,4327.1,6528.3,10349.4,7161.1,5270.8,0,0,0,0,0,0,2112.6,6702,6619.9,9007.8,9979.5,5597.1,0,0,0
Stikine River Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Mountain Park,north,0,0,0,0,1579.2,4201.9,3437,11200.9,528.4,0,0,0,0,0,0,0,648.9,3707.1,3645,5845.8,0,0,0,0,0,0,0,0,839.6,4040.4,5403,4578.9,83.2,0,0,0,0,0,0,0,487.1,4100.5,5066.6,4862.1,106.4,0,0,0,0,0,0,0,765.8,4254,5569.9,4730.4,133,0,0,0,0,0,0,0,1715.8,4181.3,4764.4,4092.4,1715,0,0,0,0,0,0,0,2170.5,4364.1,5258.5,5279.3,1605.2,0,0,0,0,0,0,0,1514.2,4152.4,5734.3,5402,2581.9,0,0,0,0,0,0,0,2173.2,4372.3,5781.3,5543.9,1666,0,0,0,0,0,0,0,1514.3,4101.7,4379.1,1853.5,1050.3,0,0,0
Strathcona Park,west,8813.5,9424,7968.5,4205.5,6722.4,10281.5,25207.9,24614.4,14075.6,4594.9,605.5,7093,11342,9001,7044.5,769,5087.5,12538.1,20085.5,18865.5,12193,6585.2,595,1038.5,8216.5,9291,6318,11540.8,12999.3,10879.2,22324.6,30237,28567.9,10146.9,763,11094,13623,15750.5,12980,4763.9,8985.8,12666.2,16408.8,27911.2,17866.9,10950.5,3612,5435.5,6195,10131,14062.5,6000.5,9686.9,10922.4,20332.4,31651.7,16567.3,7426.6,917,14388,5366.5,486.5,4049.5,3773.9,11403.1,14375.5,28509.9,29090,14386.1,3859.1,455,10964,16452,12042,7314.5,3979.2,8877.2,10729.7,29554.4,31047.8,13849.5,3137.9,2026.5,1799,336,304.5,346.5,2271.6,8994.8,20505.2,31770.7,44375.3,29688.7,6162.5,2173.5,2005.5,651,378,423.5,4493.5,22810.7,22030.7,49187.4,52891,39457.6,31270.6,5813.5,5708.5,1179.5,2229.5,1655.5,5255.9,18900.4,37932.2,45300.6,57898.3,34994.2,22948.4,1477,0
Sugarbowl-Grizzly Den Park,north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,220,325,350,42,0,0,0,0,0,0,0,36,134,290,300,0,0,0,0,0,0,0,0,55,280,264,280,0,0,0,0,0,0,0,0,40,308,352,200,40,0,0,0,0,0,0,0,0,270,320,360,0,0,0,0,0,0,0,0,0,276,310,240,0,0,0,0,0,0,0,0,80,260,200,210,0,0,0,0,0,0,0,0,40,320,205,300,0,0,0,0,0,0,0,0,173,178,180,233,162,0,0
Summit Lake Park,ok,0,0,0,0,3243,4690.1,9957.6,6771.1,3697.3,0,0,0,0,0,0,0,2597.6,5363.4,11807.4,10678.7,3841.9,0,0,0,0,0,0,0,1557.4,2330.3,7764.4,11776.5,5233.5,0,0,0,0,0,0,0,2154.7,5098.5,8022.6,9118.3,3810.5,0,0,0,0,0,0,0,2932.2,5033.5,10877.5,12309.7,5303.8,0,0,0,0,0,0,0,3445.1,5801.6,9094.2,12449.2,4200.8,0,0,0,0,0,0,0,3910.1,6543,11037.2,10959.6,5636.6,0,0,0,0,0,0,0,2604.5,2694.4,7851.9,8284.4,4030,0,0,0,0,0,0,0,5277.8,5935.3,9396.5,9134.4,4694.4,0,0,0,0,0,0,0,4002.6,7449.9,10736.4,9099.8,5558.4,0,0,0
Sun-Oka Beach Park,ok,0,0,13391,67.2,22621.6,16304.9,25952.5,17275.1,12208.5,4252.5,0,0,0,0,3923.5,20980.7,19001.4,22293,28329.3,13123.2,10592.7,2642.5,0,0,0,0,0,10104.5,11779.3,11509.2,37812.7,19179.6,15930.2,4025,0,0,0,0,0,4970,12199.9,18487.6,50799.1,17200.1,15700.2,3062.5,0,0,0,0,10836,10187.9,14395.5,18656.6,48324.4,43987.6,15576,5988.5,0,0,0,0,0,11224.5,16210.8,30031.7,53816.8,45329.6,14827.8,10090.5,0,0,0,0,0,7857.5,15651.4,22880.8,43955.6,53441.9,14627.2,9583,0,0,0,0,0,6545,19588.8,21210.5,59174.1,50046.1,20069,2870,0,0,0,0,0,5889.6,23177.1,22426.9,54422.1,40393.9,13898,2562,0,0,0,0,0,6037.5,19157.7,24612.9,46747.8,47919,17856.7,5830.7,0,0
Swan Lake Kispiox River Park,north,0,0,0,0,32,35,76,45,16,0,0,0,0,0,0,0,0,62,154,103,94.5,84,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swan Lake Park,north,0,0,0,0,2579.8,8116.3,7525.4,5042.7,465.9,0,0,0,0,0,0,0,4376.5,7559.2,8405.9,5933.4,941,0,0,0,0,0,0,0,4614.5,11168.9,12695.7,5867.9,683.4,0,0,0,0,0,0,0,4433.6,11513.1,11649.7,6788.7,703.8,0,0,0,0,0,0,0,5424.4,7621.5,8443.9,6318.5,217.6,0,0,0,0,0,0,0,3843.7,5757.9,3918.8,2361.6,363.3,0,0,0,0,0,0,0,1258.7,1838.4,5967.5,4152.3,409.9,0,0,0,0,0,0,0,1035.8,7116.4,8501.2,5453.1,1240.7,0,0,0,0,0,0,0,8639,23929.1,19803.7,13846.7,4907.4,0,0,0,0,0,0,0,9974.5,21160.2,17655,14827,2696.7,0,0,0
