park,region,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01
Pilot Bay Park,ok,0,0,0,0,504,997.5,1757,1396.5,448,0,0,0,0,0,0,0,0,456,1296,617,224,0,0,0,0,0,0,0,633.5,427,1060.5,1298.5,588,206.5,0,0,0,0,0,0,605,490,1155,1201,477,266,0,0,0,0,0,0,784,821,1393,1427,783,451,0,0,0,0,0,0,961,878,1741,2052,1299,616,0,0,0,0,0,0,904,1021,2150,2086,1085,426,0,0,0,0,0,0,960,1213,1749,2148,1067,765,0,0,0,0,0,0,1129,1065,1998,1798,851,541,0,0,0,0,0,0,997,1018,1898,1992,915,604,0,0
Pine Le Moray Park,north,0,0,0,0,0,1501.5,2506,2562,493.5,0,0,0,0,0,0,0,0,0,0,1050,3132.5,0,0,0,0,0,0,0,0,2681,3087,3122,1515.5,0,0,0,0,0,0,0,0,2091,2797,2245,7906.5,0,0,0,0,0,0,0,0,2387,2943.5,2138.5,4186,0,0,0,0,0,0,0,0,2397.5,3010,3150,4200,0,0,0,0,0,0,0,1351,3024,3423,2912,3850,0,0,0,0,0,0,0,0,1032.5,2030,2734,875,0,0,0,0,0,0,0,0,3136,3612,3951.5,1435,0,0,0,0,0,0,0,1739.5,2922.5,3843,3489.5,1221.5,0,0,0
Pinecone Burke Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinnacles Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,281,467,242,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1225,732,0,0,0,0,0,0,0,452,0,0,175,440,0,0,0,0,0,0,0,0,718,219,531,299,0,0,0,0,0,0,0,903,718,303,790,490,0,0,0,0,0,0,0,677,718,261,1746.5,1435,0,0,0
Pirates Cove Marine Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumper Cove Marine Park,south,0,0,0,0,157,131,885,854,0,0,0,0,0,0,0,0,189,360,841,839,196,0,0,0,0,0,0,0,614,542,1234,1098,491,0,0,0,0,0,0,0,614,1897,5617.5,6793.5,605,0,0,0,0,0,0,0,973,1617,3227,868,1228.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porpoise Bay Park,south,11998,12747,17598,7504,11165,11690,20632.5,22725.5,9191,7024.5,4641,4375,3857,4385.5,5939.5,7241.5,10878,11844,18774,22778,6741,6464,1260,1260,1260,1260,1260,8002,4176,12412,10405.5,13083,22046.5,33740,11238.5,10454.5,13156.5,11550,16695,20,3300,25792,63809.5,73073,14812,336,11844,10400,10647,11095,11410,5750.5,22666,21245.5,27629,26494,13102.5,8263.5,2737,1771,7259,6905.5,9030,11298,15596,20257,17165.5,21062,17619,8981,6730.5,5302.5,7189,8050,10279.5,11490.5,16632,22081.5,28857.5,30057.5,17185,7329,7129.5,5670,8022,7196,10423,12826,18621,22601.5,33210,34323,17063,9031.5,7024.5,5771.5,10209.5,8680,9415,11046,24188.5,19068.5,30753.5,34681,17161.5,7241.5,6170.5,5425,8991.5,7140,8610,12347.5,22053.5,16477.5,28382,34620.5,17057,6202,0,0
Porteau Cove Park,south,15631,20202,30051,50795.5,55734,56227.5,37471,69142.5,43732.5,32949,23397.5,18088,14829.5,19474,28833,45069.5,0,50984.5,30418.5,35843.5,46683,28658,18483.5,19148.5,0,0,0,33057.5,42115.5,38773,63367.5,138257,52223.5,29837.5,20769,19141.5,20307,21332.5,35885.5,31808,41902,99820,76125,69790,45524.5,37653,22967,20517,33705,26845,36123.5,34552,40036.5,52388,71057,63966,58681,31927,21059.5,23863,23863,29977.5,36379,42077,37275,62734,71141,75089,49588,39434.5,28091,24720.5,27594,30383.5,41657,47652.5,54379.5,56339.5,73377.5,79569,55965,32581.5,27156.5,22823.5,28472.5,31136,31549,39658.5,54463.5,55107.5,83447,75694.5,57127,42413,23684.5,26509,24087,29652,50218,43774.5,67032,61365.5,82047,73486,55569.5,44254,29337,26922,29704.5,30499,49987,41205.5,54456.5,64918,74011,77931,60693.5,46676,32074,0
Premier Lake Park,ok,0,0,0,6352.5,12309.5,9044,18315.5,22417.5,8956.5,990.5,0,0,0,0,0,6352.5,14728,9016,23327.5,34786.5,2621.5,868,0,0,0,0,0,0,1925,7105,16835,3293.5,3573.5,0,0,0,0,0,0,0,4098.5,5442.5,12603.5,11805.5,2971.5,0,0,0,0,0,0,0,10269,12264,27233.5,32805.5,3591,0,0,0,0,0,0,8071,10041.5,4091.5,17360,4700.5,2625,0,0,0,0,0,0,0,5526.5,2065,18991,7539,3027.5,0,0,0,0,0,0,0,8613.5,7910,14595,7826,3020.5,0,0,0,0,0,0,0,2831.5,6412,14035,9474.5,2831.5,0,0,0,0,0,0,0,2852.5,7182,15435,5869.5,2961,0,0,0
Princess Louisa Marine Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prudhomme Lake Park,north,0,0,0,0,2390.5,4648,5309.5,4616.5,1620.5,0,0,0,0,0,0,0,1816.5,3692.5,3633,892.5,521.5,0,0,0,0,0,0,0,1155,1316,3304,1673,1634.5,0,0,0,0,0,0,0,2614.5,3881.5,3584,2607.5,1718.5,0,0,0,0,0,0,0,1228.5,7658,7528.5,0,437.5,0,0,0,0,0,0,0,1589,3283,8536.5,6772.5,1655.5,0,0,0,0,0,0,0,1774.5,4165,5908,5852,1417.5,0,0,0,0,0,0,0,941.5,3195.5,2485,1281,1655.5,0,0,0,0,0,0,0,2765,3405.5,5624.5,5817,2005.5,0,0,0,0,0,0,0,2765,1396.5,3815,3815,1515.5,0,0,0
Puntchesakut Lake Park,tc,0,0,0,0,0,2604,3265.5,2030,283.5,0,0,0,0,0,0,0,488,1158.5,1368,2562,892.5,0,0,0,0,0,0,0,255.5,1246,3531.5,2677.5,423.5,0,0,0,0,0,0,0,413,1281,3405.5,2450,696.5,0,0,0,0,0,0,0,374.5,1533,3549,2625,997.5,0,0,0,0,0,0,0,0,1708,2733.5,1554,868,0,0,0,0,0,0,0,346.5,1781.5,2023,2222.5,759.5,0,0,0,0,0,0,0,1498,2334.5,1106,0,0,0,0,0,0,0,0,0,1494.5,1942.5,1953,2135,812,0,0,0,0,0,0,0,1113,2019.5,1694,2180.5,787.5,0,0,0
Purcell Wilderness Conservancy Park,ok,0,0,0,0,0,1365,1882,2182.5,1596.5,7,0,0,0,0,0,0,298,424,867,1047,638,186,0,0,0,0,0,0,271,104,242,418,408,114,0,0,0,0,0,0,292,293,206,403,503,138,0,0,0,0,0,0,99,307,744,658,417,278,0,0,0,0,0,0,290,294,371,485,250,211,0,0,0,0,0,0,288,447,778,966,481,193,0,0,0,0,0,0,329,366,712,762,370,232,0,0,0,0,0,0,406,417,776,753,301,269,0,0,0,0,0,0,363,562,1030,991,510,243,0,0
Purden Lake Park,north,0,0,0,0,3843,4200,13338.5,6891.5,2306.5,0,0,0,0,0,0,0,2481.5,2772,4480,7143.5,1942.5,0,0,0,0,0,0,0,2002,3384.5,14014,12544,1361.5,0,0,0,0,0,0,0,1459.5,5498.5,10423,10038,1403.5,0,0,0,0,0,0,0,1540,12099.5,11511.5,9429,2418.5,0,0,0,0,0,0,0,6611.5,7126,13440,6149.5,2439.5,0,0,0,0,0,0,0,2348.5,4875.5,11536,8393,2142,0,0,0,0,0,0,0,4154.5,4984,11163,11424,2975,0,0,0,0,0,0,0,3692.5,15396.5,22956.5,31258.5,7154,0,0,0,0,0,0,0,1687,6209,2845.5,1778,1942.5,0,0,0
Pure Lake Park,west,602,1050,2317,2278.5,476,3920,5544,5642,1942.5,1508.5,1813,1603,675.5,784,0,248.5,556.5,3724,5127.5,5047,3321.5,3321.5,0,1284.5,0,2194.5,889,903,854,3566.5,4795,5316.5,2467.5,2926,1582,315,0,0,0,0,864.5,4931.5,6622,4490.5,3402,2667,1274,1330,196,0,0,966,710.5,4053,5512.5,4655,175,3052,4203.5,1372,532,77,0,0,0,5169.5,3706.5,3360,2733.5,1795.5,1848,3066,490,3195.5,3745,3762.5,5138,5169.5,7745.5,7756,4900,3412.5,2621.5,819,1830.5,2359,441,1414,1743,337,596,1386,323,136,62,142,56,87,378,1212,1494,490,1328,1042,275,104,42,86,64,119,173,175,527,603,987,1308,491,152,0,0
Raft Cove Park,west,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rathtrevor Beach Park,west,16023,15036,23671.5,24049,27797,37720.5,70542.5,68164,27205.5,7465.5,12852,15407,15435,15456,24321.5,22312.5,36253.5,47326,64740,86142,40559,21679,17713.5,18781,21416.5,24136,24272.5,31419.5,36631.5,36829.5,81182,91500.5,41826,25462.5,20947.5,17986.5,20835.5,26754,39168.5,35675.5,8621.5,6226.5,82696.5,79273,48346.5,31129,24605,10185,26841.5,20741,34125,39032,41070.5,63889,53233.5,52733.5,49885.5,30555,26757.5,26838,20125,10090.5,41465,43627,51375,70589,81277,77344.5,51523.5,33661,24577,21955.5,31738,33764.5,51750,44984,57005.5,52519.5,86114.5,97238,56175,36989,25641,25641,34317.5,36074.5,45283,89129.5,65951.5,110336.5,74618,107357.5,60921,39749,28437.5,30590,27373.5,39567.5,49427,48439,61001.5,64677.5,105908.5,97611,61681,43190.5,33229,30345,21430.5,8291.5,33071,30393,58884,76648,90264,95813,58179,40262.5,34118,0
Rearguard Falls Park,north,0,0,0,0,3528,8939,14399,18599,12106.5,0,0,0,0,0,0,0,0,1193.5,26922,18711,14287,0,0,0,0,0,0,0,392,9929.5,12813.5,18511.5,11844,0,0,0,0,0,0,0,4704,10311,12565,18536,13303.5,0,0,0,0,0,0,0,3104.5,10199,12173,27163.5,14595,0,0,0,0,0,0,0,4312,11830,16390.5,28703.5,10878,0,0,0,0,0,0,0,4896.5,14049,17682,25725,12926,0,0,0,0,0,0,0,4104,12026,15415,27197,12800,0,0,0,0,0,0,0,4437,12635,16496,27209,12201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Spit Marine Park,west,7402.5,6972,7070,10545.5,13594,15778,30845.5,28119,14532,9439.5,6580,5992,8417.5,7115.5,8207.5,17983,11833.5,14773.5,23758,29949.5,12250,9922.5,8316,7402.5,6170.5,7850.5,9768.5,10535,21577.5,13695.5,27293,29193.5,16863,10146.5,8043,8183,7903,4868.5,10678.5,10300.5,13681.5,9950.5,27919.5,30082.5,16030,11133.5,9604,6744.5,8592.5,7717.5,9446.5,12617.5,14931,18354,26600,30310,17678.5,10104.5,9562,9817.5,8113,8134,10773,12841.5,19397,24199,26680.5,28997.5,18196.5,11035.5,9397.5,7017.5,9747.5,9786,12439,12799.5,18420.5,17017,17584,17584,17017,11123,9401,8473.5,9285.5,8116.5,10342.5,9214,17563,18396,30226,31178,21371,12096,9467.5,9485,10181.5,11053,13121.5,14248.5,19246.5,13660.5,34048,31552.5,15704.5,14931,10853.5,10976,11389,10006.5,15179.5,15414,21346.5,21962.5,32280.5,32427.5,15834,12960.5,10069.5,0
Red Bluff Park,tc,0,0,0,0,945,2044,3451,4277,847,0,0,0,0,0,0,0,0,1564.5,1921.5,0,0,0,0,0,0,0,0,0,0,1627.5,1365,0,1459.5,0,0,0,0,0,0,0,752.5,0,0,0,360,0,0,0,0,0,0,0,980,2919,0,5400.5,0,0,0,0,0,0,0,0,1547,1960,2989,4844,868,0,0,0,0,0,0,0,1627.5,2558.5,3773,6786.5,609,0,0,0,0,0,0,0,1382.5,1407,2359,2201.5,822.5,0,0,0,0,0,0,0,1459.5,1739.5,3475.5,4518.5,899.5,0,0,0,0,0,0,0,959,1536.5,2541,2877,605.5,0,0,0
Roberts Creek Park,south,4924.5,4564,5302.5,3160.5,3451,4462.5,7969.5,6065.5,2520,2268,1792,2394,1834,2030,2495.5,3150,3195.5,4116,9415,6671,3857,4308,2016,2250,2075,2019,2488,2810.5,968,1000,6251,5173,7108.5,6216,3857,4189.5,4697,3433.5,5841.5,5624.5,3323,11452,5068,14728,6009.5,5239.5,4098.5,2945,5190.5,5771.5,5516,5257,220.5,5771.5,14871.5,7178.5,8344,2520,2530.5,1655.5,1995,1183,171.5,381.5,556.5,5701.5,7441,5106.5,8330,5915,5064.5,2012.5,1844.5,2793,2866.5,3972.5,15088.5,7847,14483,11214,17199,9716,7126,3654,3941,3871,3563,4280.5,12460,16352,17752,13349,16373,8204,5572,3423,4522,4207,4053,4382,8683.5,14983.5,17864,16219,15841,8141,6853,3178,3934,3913,3535,3426.5,9079,16002,17143,14479.5,15050,6685,0,0
Roberts Memorial Park,west,1596,2037,2096.5,2492,2005.5,2989,4427.5,3234,2880.5,2177,1536.5,1281,1851.5,1739.5,1610,759.5,2278.5,2779,3647,7924,2936.5,2152.5,1389.5,1137.5,1389.5,1690.5,1886.5,1172.5,780.5,714,1099,3258.5,1694,1876,1421,1967,1414,1120,2373,5421.5,3349.5,2733.5,3479,4340,2740.5,1606.5,1449,1463,1550.5,1592.5,2145.5,945,5659.5,3066,1897,10832.5,2457,1876,1942.5,1228.5,2810.5,2366,2646,4161.5,4175.5,1792,4900,4935,2296,3412.5,2422,2149,1354.5,994,2656.5,3409,4154.5,4165,5575.5,5551,3972.5,3150,2800,1431.5,1617,1155,3101,3962,8361.5,4046,4686.5,7105,2908.5,2814,2387,1603,126,1505,3920,2873.5,9593.5,4683,12040,6069,3202.5,2740.5,5075,2051,2716,2268,2495.5,4340,3958.5,6846,4966.5,5796,2131.5,2793,5036.5,0
Roche Lake Park,tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roderick Haig-Brown Park,tc,0,0,0,0,4370.5,5393.5,10975,9652,36126.5,75869.5,0,0,0,0,0,0,4042,5022,7657,8228.5,11273,16009,0,0,0,0,0,0,1743,3649.5,6444,11463,15744.5,11641,0,0,0,0,0,0,6412,6893,13512,10027,13900.5,13326,0,0,0,0,0,0,1578.5,2982,5435.5,2646,12313,58674,0,0,0,0,0,0,5568.5,5796,6541.5,9972,12104,20511.5,891,0,0,0,0,0,3027.5,4753,7787.5,9891,2957.5,9884,0,0,0,0,0,0,4623.5,6499.5,6489,8683.5,11270,28982,0,0,0,0,0,0,4560.5,5873,6939,7028,21623,19083,0,0,0,0,0,0,4767,5533.5,8197,6356,9786,0,0,0
Rolley Lake Park,south,0,0,0,7493.5,6058.5,11193,21777,14875,6202,2058,0,0,0,0,0,6240.5,9065,11812.5,17384.5,20629,10899,1767.5,0,0,0,0,0,7381.5,10881.5,9950.5,25231.5,23597,12134.5,2943.5,0,0,0,0,2131.5,7381.5,11970,16194.5,28560,18140.5,10038,4501,0,0,0,0,0,0,0,14269.5,24059,21192.5,13678,2894.5,0,0,0,0,0,10111.5,17006.5,24538.5,23331,19281.5,9229.5,3458,0,0,0,0,0,12523,15914.5,13639.5,20625.5,24990,10874.5,2702,0,0,0,0,101.5,9327.5,17153.5,16212,27839,22424.5,14948.5,3405.5,0,0,0,0,311.5,10654,16692,8869,40379.5,20716.5,11725,2614.5,0,0,0,0,0,12260.5,17811.5,18998,26176.5,27205.5,13226.5,4840.5,0,0
Rosebery Park,ok,0,0,0,0,1347.5,1389.5,4651.5,4438,1372,0,0,0,0,0,0,0,1396.5,1466.5,3024,4763.5,1505,0,0,0,0,0,0,0,324,1456,3395,3416,1505,0,0,0,0,0,0,0,784,1788.5,3843,5246.5,1337,0,0,0,0,0,0,0,0,640.5,3482.5,4410,1599.5,0,0,0,0,0,0,0,2096.5,2506,3479,5096,1592.5,0,0,0,0,0,0,0,1372,2271.5,5379.5,6016.5,2222.5,0,0,0,0,0,0,0,1669.5,2380,5281.5,5187,1155,0,0,0,0,0,0,0,2275,3346,7591.5,7178.5,4147.5,0,0,0,0,0,0,0,2695,3832.5,6891.5,8561,2394,0,0,0
Rosewall Creek Park,west,1442,1774.5,2422,2975,2782.5,3003,5999,4487,2947,2352,1862,1757,1680,1893.5,4315.5,1876,2996,3573.5,4266.5,4571,3384.5,2887.5,2873.5,1673,1963.5,1956.5,2436,3167.5,3720.5,4025,5740,5631.5,4074,4385.5,1732.5,1827,2187.5,2712.5,6191.5,11284,5831,3682,7794.5,3437,3769.5,5614,2520,3524.5,2845.5,1858.5,2485,3720.5,6121.5,3965.5,5187,5607,4217.5,3269,2737,2247,2880.5,2572.5,2863,3857,4823,10073,5208,5411,3832.5,2691.5,2481.5,2450,2299.5,2380,2401,4165,4532.5,4588.5,5575.5,7325.5,4693.5,3062.5,2037,696.5,1218,1522.5,3790.5,7654.5,4830,6902,7885.5,9443,5519.5,3279.5,2418.5,1624,2411.5,2156,3017,4634,6251,5229,7455,7276.5,5488,4200,4487,1029,2929.5,2492,6307,3388,3500,5456.5,6972,5670,2338,4130,4095,0
Ross Lake Park,north,0,0,0,0,1564.5,4081,5530,5526.5,2226,0,0,0,0,0,0,0,1575,3902.5,4403,3248,2100,0,0,0,0,0,0,0,1484,4053,6412,6632.5,3535,0,0,0,0,0,0,0,973,2098,2929.5,5456.5,2236.5,0,0,0,0,0,0,0,1575,2362.5,4532.5,6475,385,0,0,0,0,0,0,0,1344,2824.5,4623.5,6188,2051,0,0,0,0,0,0,0,1298.5,2415,4028.5,6041,1557.5,0,0,0,0,0,0,0,3013.5,3227,3878,3864,1820,0,0,0,0,0,0,0,4245.5,3255,4714.5,3573.5,1746.5,0,0,0,0,0,0,0,2975,2502.5,1179.5,3521,1456,0,0,0
Ruckle Park,west,3766,3605,4777.5,5285,8974,9492,12782,12610.5,7416.5,5754,2950.5,2068.5,4546.5,4196.5,4252.5,5159,6769,7490,10332,12449.5,8221.5,5470.5,2751,3073,6027,3832.5,4938.5,7500.5,6646.5,6450.5,11987.5,13205.5,10020.5,5313,3654,3304,2562,3997,5393.5,5838,7749,7756,9565.5,13408.5,9135,5722.5,4158,3930.5,3808,3654,0,0,7742,8946,10244.5,14542.5,10696,6069,4137,4137,4294.5,5005,6583.5,7066.5,10209.5,9292.5,13401.5,16401,10619,7091,4830,4693.5,4588.5,5029.5,8043,7871.5,9180.5,9859.5,16614.5,16198,11067,7217,4858,4553.5,3944.5,4546.5,6660.5,8620.5,11480,10444,19040,19341,13335,8662.5,5169.5,4679.5,4830,5743.5,7539,10335.5,9765,10871,17738,19257,23124.5,9068.5,5988.5,4665.5,5379.5,4872,9033.5,9926,13153,15116.5,20692,22421,14668.5,9247,4592,0
Ryan Park,ok,0,0,0,0,4189.5,7458.5,10745,11200,8750,0,0,0,0,0,0,0,0,7458.5,10745,11200,8750,0,0,0,0,0,0,0,0,7458.5,10398.5,11200,8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltery Bay Park,south,0,0,0,4420.5,6653,8477,12215,14245,4994.5,1484,1897,1606.5,1844.5,1869,3209.5,4231.5,5806.5,0,7626.5,16502,20212.5,0,948,1088,1599,1382,1459,2758,3486,3888.5,6065.5,8806,19257,3206,1781.5,1851.5,1466.5,2369.5,2439.5,5355,6181,12274.5,13181,15697.5,20195,3139.5,0,0,0,0,0,0,2334.5,6944,9635.5,8060.5,3790.5,0,0,0,0,0,0,9373,5439,10321.5,12488,6926.5,4847.5,3818.5,2481.5,2618,913.5,1232,1302,2345,8291.5,8407,8547,8071,4420.5,952,2560,2583,1892,2069,2177,3252,6863.5,6181,9369.5,13769,4221,4340,2492,2499,2870,2905,3052,4158,7276.5,6405,13167,12824,3916.5,3633,2709,2632,3034.5,3157,3286.5,4466,14659,5978,10286.5,9044,7364,4280.5,0,0
Sandwell Park,west,24,80,189,290,269,395,1204,1088,406,150,42,122,206,259,535.5,500,577.5,287,1340,1680,728,168,140,105,140,955,245,150,403,262,1386,1796,551,368,92,102,210,224,146,217,217,637,1890,854,217,81,91,413,350,266,287,655,232,819,2167,3518,714,539,1351,105,280,511,347,340,298,1092,840,606,560,328,0,56,74,74,172,249,347,354,599,378,186,238,46,21,88,91,189,291,1102.5,193,343,186,153,528.5,63,56,81,154,259,273,445,242,594,246,300,165,476,280,74,301,1166,1127,861,1036,1715,2131,823,221,122,0
Sargeant Bay Park,south,0,0,0,4504.5,10206,9635.5,9835,11256,7455,3979,3846,2866.5,3489.5,2954,4130,4361,7840,9240,9667,11280.5,0,3843,3780,2800,3762,3325,4112,1290,8032.5,9065,9625,11445,15750,8050,3566.5,5250,7245,5775,7035,9695,9023,9314,9709,11327,7735,3911,3731,2833,3626,3140,4121,4455.5,8693,9314,9709,11327,7549.5,4028.5,0,0,0,0,0,4455.5,8032.5,9065,9625,11445,16789.5,8589,9950.5,5250,2415,1925,1925,6202,8032.5,9065,9625,10986.5,7224,9240,9324,5236,2639,2170,2576,6447,8274,9254,10388,9653,9635.5,7626.5,5733,5229,2705.5,2187.5,2362.5,5740,6139,10370.5,10906,11350.5,8547,6867,6013,4753,2194.5,1886.5,2142,5351.5,7570.5,13527.5,11179,10437,8529.5,6261.5,0,0
Sasquatch Park,south,7889,7763,11865,16653,28994,23331,45864,35875,17962,10167.5,1463,5456.5,4945.5,4802,9352,13461,14630,24675,64312.5,50844.5,29540,12271,9527,5141.5,4249,4452,9933,15340.5,18130,20993,45797.5,47666.5,30411.5,7297.5,1200.5,1974,5068,5155.5,19292,15340.5,40736.5,31787,76104,51758,26467,10398.5,6307,3958.5,2751,3297.5,7675.5,6737.5,20499.5,26687.5,47771.5,54103,21983.5,9201.5,0,245,7080.5,6457.5,14220.5,16590,27713,43060.5,48758.5,39704,19358.5,9859.5,6678,3517.5,7710.5,12456.5,15204,23859.5,23985.5,30499,52839.5,50025.5,23390.5,11550,7707,3570,5089,5306,6982.5,16866.5,27331.5,32417,53459,46746,27293,13751.5,6734,6716.5,5057.5,8326.5,13489,17493,31300.5,26001.5,54876.5,35836.5,18165,13996.5,11606,6191.5,10097.5,5288.5,12981.5,20821.5,26474,32235,52398.5,46560.5,23597,13902,2548,0
Saysutshun (Newcastle Island Marine) Park,west,0,0,0,227,2286,4686,6972,7395,2335,423,0,0,0,0,0,40,20,0,6111,20,20,0,0,0,0,0,0,740,1938,3245,6155,7251,0,0,0,0,0,0,0,336,1415,0,6412,4888,0,0,0,0,0,0,0,533,0,3843,6425,8063,3315,402,0,0,0,0,0,1161,1880,2908,3949,6255,2316,532,0,0,0,0,0,0,7077,11697,11867,7823,30,0,0,0,0,0,0,0,0,0,0,0,500,705,59,82,0,332,744,1204,0,7109,8863,1823,3073,810,282,14,14,45,741,956,3442,4659,5693,7979,2299,494,484,0
Schoen Lake Park,west,0,0,0,0,0,68,101,60,11,0,0,0,0,0,0,0,0,0,14,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sechelt Inlets Marine Park,south,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
